flight_id,aircraft_type,aircraft_age,operational_hours,days_since_maintenance,maintenance_count,airline,origin,destination,distance,flight_duration,weather_condition,weather_severity,engine_temperature,oil_pressure,vibration_level,fuel_consumption,hydraulic_pressure,cabin_pressure,previous_delays,crew_experience,equipment_failure,flight_cancelled
FL10161,Airbus A320,5,29064,446,28,SkyConnect,JFK,LAX,2475,5.57,Stormy,5,316.91,33.44,19.25,3529.64,2982.39,10.94,3,20.55,0,0
FL10162,Boeing 737,7,17499,429,21,Continental Express,DFW,SEA,1660,2.9,Clear,1,339.35,24.26,17.29,1363.78,3188.61,10.72,6,2.44,0,0
FL10163,Airbus A320,10,37674,54,14,PacificWings,DCA,SAN,2279,4.44,Clear,1,303.33,30.35,19.6,2159.34,3182.98,10.51,2,6.61,0,0
FL10164,Boeing 737,6,13866,65,40,PacificWings,DFW,SEA,1660,3.47,Clear,1,307.18,43.5,15.68,2093.22,3106.45,11.35,1,4.4,0,0
FL10165,Boeing 737,13,49511,260,34,Continental Express,ATL,DEN,1199,3.03,Cloudy,2,340.0,21.76,23.25,1665.95,2896.89,10.98,1,3.68,0,0
FL10166,Airbus A350,1,3951,215,18,PacificWings,LAS,PHX,256,0.37,Clear,1,287.8,44.52,14.92,303.18,2887.71,10.53,2,10.23,0,0
FL10167,Airbus A350,0,17566,23,36,PacificWings,IAH,MCO,848,2.35,Cloudy,2,275.43,41.1,11.53,822.01,3085.58,11.32,7,8.67,0,0
FL10168,Boeing 787,10,6590,264,22,Continental Express,ATL,DEN,1199,2.06,Rainy,3,301.06,39.0,18.15,1187.11,2960.98,10.6,0,13.76,1,1
FL10169,Airbus A350,5,23736,343,28,Continental Express,MIA,BOS,1258,2.76,Clear,1,310.06,29.07,16.97,1244.51,3137.08,10.81,3,22.87,0,0
FL10170,Airbus A320,5,49695,460,41,OceanAir,DCA,SAN,2279,4.78,Rainy,3,340.0,16.92,26.3,2228.78,3150.2,10.68,7,19.5,0,0
FL10171,Airbus A320,8,13820,340,23,OceanAir,DCA,SAN,2279,4.56,Clear,1,301.61,32.38,21.25,2000.24,3053.77,11.27,8,3.2,0,0
FL10172,Boeing 737,12,47179,31,6,OceanAir,DFW,SEA,1660,3.51,Clear,1,303.47,30.14,19.27,2115.62,3043.1,10.8,7,23.41,1,0
FL10173,Boeing 777,5,20604,28,44,OceanAir,LAS,PHX,256,1.25,Clear,1,283.78,39.34,12.86,352.34,3112.81,11.04,4,17.83,0,0
FL10174,Boeing 787,1,43965,337,40,AirGlobal,ATL,DEN,1199,2.14,Stormy,5,340.0,30.41,19.19,1695.81,2816.66,10.9,0,9.17,0,0
FL10175,Airbus A320,7,12867,186,16,SkyConnect,IAH,MCO,848,1.9,Clear,1,313.3,41.66,13.03,985.86,2939.24,10.87,4,16.87,0,0
FL10176,Airbus A320,8,5426,264,37,SkyConnect,ORD,SFO,1846,3.23,Clear,1,316.38,38.23,15.89,2256.37,2989.36,10.56,9,15.39,0,0
FL10177,Airbus A350,7,44615,468,15,Continental Express,LAS,PHX,256,0.13,Clear,1,338.73,23.75,21.55,344.81,3031.32,10.65,4,14.13,0,0
FL10178,Boeing 787,10,9682,321,42,Continental Express,IAH,MCO,848,1.62,Rainy,3,284.7,32.48,17.54,765.84,2803.14,11.13,7,5.09,0,0
FL10179,Boeing 737,14,20167,61,25,SkyConnect,IAH,MCO,848,1.73,Stormy,5,309.07,38.78,19.41,785.43,2983.44,11.06,5,12.25,0,1
FL10180,Airbus A350,0,25272,240,15,PacificWings,JFK,LAX,2475,5.08,Clear,1,321.32,24.93,19.02,2737.1,3037.42,10.57,5,2.3,1,0
FL10181,Boeing 787,12,4642,125,38,Continental Express,DCA,SAN,2279,4.31,Foggy,4,318.98,39.42,14.5,3185.94,3109.24,10.81,0,12.54,0,0
FL10182,Boeing 737,17,23357,93,26,OceanAir,MIA,BOS,1258,2.86,Rainy,3,313.52,40.04,9.49,1715.07,2818.42,11.31,7,21.5,0,1
FL10183,Airbus A350,4,16514,377,33,Continental Express,DFW,SEA,1660,3.95,Clear,1,316.07,27.71,14.01,2396.5,3197.3,10.54,6,10.55,0,0
FL10184,Airbus A350,2,41546,113,43,SkyConnect,MIA,BOS,1258,1.96,Rainy,3,334.68,33.77,13.4,1322.16,3062.65,10.74,9,22.18,0,1
FL10185,Airbus A350,10,10256,105,9,Continental Express,JFK,LAX,2475,4.83,Foggy,4,307.84,31.41,19.67,2985.0,3006.68,11.26,2,5.31,0,0
FL10186,Airbus A350,9,46607,133,25,OceanAir,IAH,MCO,848,1.89,Rainy,3,334.6,22.34,20.21,829.95,2918.28,11.09,8,10.38,0,0
FL10187,Airbus A320,0,16042,367,28,Continental Express,ATL,DEN,1199,2.67,Clear,1,328.89,32.5,22.21,1348.04,2818.16,10.79,4,11.01,0,0
FL10188,Boeing 787,12,4832,188,10,PacificWings,JFK,LAX,2475,4.73,Clear,1,284.44,41.72,10.89,3265.34,3139.37,10.92,1,22.61,0,0
FL10189,Airbus A350,2,17589,185,40,PacificWings,JFK,LAX,2475,5.39,Cloudy,2,280.84,36.43,13.27,3208.9,2866.93,11.28,8,8.18,0,0
FL10190,Boeing 737,16,29483,48,29,Continental Express,ATL,DEN,1199,2.45,Rainy,3,293.58,30.96,17.61,1775.35,2979.53,10.66,6,12.62,0,0
FL10191,Airbus A350,6,34276,126,21,SkyConnect,JFK,LAX,2475,4.84,Cloudy,2,309.13,36.61,20.88,2734.2,3019.72,10.81,9,5.75,0,0
FL10192,Boeing 777,17,42328,339,47,Continental Express,LAS,PHX,256,0.06,Cloudy,2,334.37,25.89,26.58,378.09,2820.67,11.0,5,4.73,0,0
FL10193,Airbus A320,18,36531,80,47,Continental Express,LAS,PHX,256,0.18,Rainy,3,302.32,37.81,19.51,249.68,3049.95,11.07,6,22.84,1,0
FL10194,Boeing 777,27,41928,113,16,Continental Express,MIA,BOS,1258,2.22,Clear,1,309.58,22.03,22.79,1651.61,2961.81,10.57,0,8.57,0,0
FL10195,Airbus A350,4,27049,478,43,OceanAir,ORD,SFO,1846,3.74,Cloudy,2,340.0,20.52,23.47,2017.37,3100.38,10.6,7,8.36,0,0
FL10196,Airbus A350,9,39556,202,21,AirGlobal,JFK,LAX,2475,4.98,Foggy,4,311.97,22.85,20.33,2988.63,2881.78,11.02,6,8.08,0,0
FL10197,Boeing 777,15,39401,124,28,SkyConnect,ORD,SFO,1846,3.75,Cloudy,2,323.02,30.56,19.2,1595.77,3039.62,11.12,1,8.15,1,0
FL10198,Boeing 737,14,2306,266,13,AirGlobal,DFW,SEA,1660,3.57,Clear,1,326.92,40.2,10.69,2334.4,3178.69,10.61,9,16.08,0,0
FL10199,Airbus A320,20,48994,248,26,AirGlobal,ATL,DEN,1199,1.96,Clear,1,340.0,18.29,26.94,1745.01,3016.8,11.44,9,11.18,0,0
FL10200,Airbus A320,5,9367,166,21,SkyConnect,DCA,SAN,2279,5.07,Clear,1,299.69,40.03,15.2,3126.96,3005.09,10.94,2,15.56,0,0
FL10201,Boeing 737,9,5017,212,49,PacificWings,DFW,SEA,1660,3.43,Clear,1,309.37,34.02,12.52,1642.68,2899.02,10.56,1,18.85,0,0
FL10202,Airbus A350,1,35397,304,14,OceanAir,LAS,PHX,256,0.43,Clear,1,340.0,33.36,18.15,276.02,3005.44,10.75,7,3.57,0,0
FL10203,Airbus A320,5,25170,345,43,PacificWings,ORD,SFO,1846,3.46,Rainy,3,303.56,35.56,21.47,2063.91,3052.1,10.75,5,11.83,0,0
FL10204,Airbus A320,4,26934,92,22,OceanAir,ORD,SFO,1846,3.53,Clear,1,320.53,32.29,15.72,2111.39,3170.84,10.61,6,18.4,1,1
FL10205,Boeing 787,5,32781,341,33,AirGlobal,MIA,BOS,1258,2.75,Rainy,3,334.81,24.75,21.61,1261.06,2923.92,10.75,7,14.73,0,0
FL10206,Boeing 787,9,15387,344,29,Continental Express,IAH,MCO,848,1.55,Rainy,3,326.41,35.02,21.96,900.12,2908.6,10.73,0,4.36,0,0
FL10207,Airbus A320,2,1661,425,9,AirGlobal,DFW,SEA,1660,3.6,Rainy,3,318.74,32.28,21.92,2037.46,2864.15,11.17,3,7.28,1,1
FL10208,Boeing 737,7,21929,485,10,OceanAir,ORD,SFO,1846,3.49,Cloudy,2,340.0,22.38,16.05,2423.23,3152.66,10.62,2,7.11,0,0
FL10209,Boeing 787,6,36062,47,23,AirGlobal,LAS,PHX,256,0.87,Cloudy,2,299.99,34.18,17.13,339.89,3148.59,11.18,7,18.15,0,0
FL10210,Boeing 787,2,38004,246,5,Continental Express,LAS,PHX,256,0.68,Clear,1,340.0,24.81,20.5,265.23,2857.14,11.19,6,4.63,0,0
FL10211,Boeing 737,25,34584,103,5,PacificWings,LAS,PHX,256,0.5,Cloudy,2,307.92,39.2,21.08,250.19,2803.99,11.22,7,19.31,0,0
FL10212,Boeing 737,8,11738,364,45,Continental Express,DCA,SAN,2279,4.87,Rainy,3,340.0,30.61,10.4,1844.53,2963.9,11.15,1,22.74,0,1
FL10213,Boeing 737,21,3763,239,44,Continental Express,LAS,PHX,256,0.33,Clear,1,307.97,35.17,19.48,383.5,3023.62,10.82,2,3.61,0,0
FL10214,Airbus A350,6,28197,132,15,SkyConnect,IAH,MCO,848,2.08,Clear,1,326.41,37.56,13.23,965.7,2802.13,11.3,7,14.61,1,0
FL10215,Airbus A320,4,4439,429,43,PacificWings,MIA,BOS,1258,2.85,Clear,1,325.96,36.62,14.98,1346.86,3064.99,10.85,5,19.25,0,0
FL10216,Boeing 787,2,16935,346,40,PacificWings,DCA,SAN,2279,4.6,Rainy,3,334.85,28.56,13.08,2960.29,2954.48,11.09,8,7.55,0,0
FL10217,Airbus A350,9,44307,395,19,Continental Express,MIA,BOS,1258,3.14,Clear,1,340.0,15.0,17.19,1850.45,2972.43,11.05,8,8.07,0,0
FL10218,Boeing 777,0,32709,173,36,SkyConnect,ORD,SFO,1846,3.87,Clear,1,302.42,25.04,19.53,2332.2,3125.98,11.28,6,24.62,0,0
FL10219,Boeing 777,19,1203,161,32,Continental Express,DFW,SEA,1660,3.26,Clear,1,274.61,43.99,13.09,2285.87,3052.02,11.36,5,11.87,0,0
FL10220,Airbus A350,6,13391,77,42,PacificWings,IAH,MCO,848,1.77,Rainy,3,291.19,51.57,10.01,858.87,2927.24,11.46,4,20.03,0,0
FL10221,Boeing 777,15,7644,291,26,AirGlobal,DCA,SAN,2279,4.96,Clear,1,319.3,36.84,19.83,2721.98,3049.85,11.36,9,10.98,1,0
FL10222,Boeing 777,18,11922,450,14,SkyConnect,DCA,SAN,2279,4.63,Cloudy,2,308.86,28.21,22.76,2415.83,3047.41,11.13,4,24.9,0,0
FL10223,Airbus A320,16,3217,468,42,OceanAir,MIA,BOS,1258,2.34,Clear,1,321.03,37.63,22.28,1334.97,3176.68,10.67,4,3.25,0,0
FL10224,Boeing 777,21,19889,406,23,OceanAir,MIA,BOS,1258,2.74,Clear,1,337.58,22.0,27.24,1841.86,2824.24,11.19,0,16.02,0,0
FL10225,Boeing 787,5,5627,222,42,AirGlobal,DFW,SEA,1660,3.03,Clear,1,340.0,39.07,11.19,1649.89,3168.52,11.08,7,4.18,0,0
FL10226,Boeing 737,7,24513,414,21,SkyConnect,IAH,MCO,848,1.98,Rainy,3,333.03,22.72,22.52,1190.67,3154.44,10.7,4,20.4,0,1
FL10227,Airbus A350,2,43788,234,21,PacificWings,DFW,SEA,1660,3.41,Clear,1,330.84,25.69,19.82,2461.35,3126.79,11.35,2,14.69,0,0
FL10228,Airbus A350,9,47881,251,24,Continental Express,DCA,SAN,2279,4.52,Cloudy,2,324.17,24.23,20.2,2829.17,2887.88,10.52,9,7.9,0,0
FL10229,Boeing 737,3,45825,86,8,AirGlobal,MIA,BOS,1258,2.39,Rainy,3,307.24,21.65,17.95,1502.54,3121.52,10.64,5,19.95,0,0
FL10230,Airbus A320,11,20567,316,27,Continental Express,DFW,SEA,1660,3.3,Clear,1,307.8,25.46,11.73,2170.46,3029.72,11.17,7,17.28,0,1
FL10231,Boeing 777,22,22158,13,21,PacificWings,LAS,PHX,256,0.52,Clear,1,297.75,41.12,20.5,327.92,3063.23,10.62,1,4.83,0,0
FL10232,Airbus A350,7,35700,365,21,PacificWings,LAS,PHX,256,0.52,Cloudy,2,340.0,32.24,21.66,276.98,3188.09,11.43,5,5.03,0,0
FL10233,Airbus A350,2,24963,131,49,PacificWings,LAS,PHX,256,0.77,Cloudy,2,305.45,43.26,22.05,271.31,3114.26,10.75,9,10.45,1,1
FL10234,Boeing 777,30,13100,190,29,Continental Express,MIA,BOS,1258,3.26,Cloudy,2,340.0,38.12,20.6,1535.01,2821.41,10.88,0,5.5,0,0
FL10235,Boeing 777,16,17279,58,12,OceanAir,DFW,SEA,1660,3.04,Clear,1,291.0,37.66,16.99,1869.84,3104.23,10.65,1,19.49,0,0
FL10236,Boeing 737,12,40519,498,33,SkyConnect,LAS,PHX,256,0.45,Cloudy,2,340.0,15.87,26.61,324.87,2987.33,11.27,4,3.16,1,0
FL10237,Boeing 737,19,36464,182,5,PacificWings,ATL,DEN,1199,2.59,Clear,1,336.2,27.85,13.19,1608.3,3165.99,10.69,0,16.05,1,1
FL10238,Airbus A320,6,48966,273,37,SkyConnect,DCA,SAN,2279,4.78,Cloudy,2,320.56,24.85,24.02,1928.75,2807.66,11.33,5,4.01,0,0
FL10239,Boeing 777,23,28796,115,6,PacificWings,MIA,BOS,1258,2.67,Clear,1,318.33,41.09,20.27,1286.03,3139.24,11.45,2,13.65,0,0
FL10240,Boeing 737,3,30964,308,36,SkyConnect,MIA,BOS,1258,1.9,Clear,1,334.22,26.31,22.37,1131.67,2925.27,11.35,9,9.9,0,0
FL10241,Airbus A320,7,5567,208,8,OceanAir,ATL,DEN,1199,2.25,Clear,1,294.03,32.97,17.34,1245.76,2979.51,11.41,2,7.67,0,0
FL10242,Boeing 777,25,42875,448,44,AirGlobal,ATL,DEN,1199,2.66,Rainy,3,340.0,16.78,30.0,1296.94,3153.83,11.4,6,8.79,0,1
FL10243,Boeing 777,21,27177,158,7,AirGlobal,JFK,LAX,2475,4.7,Rainy,3,288.42,34.5,15.94,2900.75,2915.18,10.99,9,5.15,0,0
FL10244,Boeing 787,7,26464,378,9,OceanAir,ATL,DEN,1199,2.27,Clear,1,326.09,28.97,19.6,1048.04,3149.21,11.02,2,11.45,0,0
FL10245,Airbus A350,7,5298,61,9,AirGlobal,JFK,LAX,2475,4.73,Cloudy,2,286.27,43.26,11.45,3337.41,3079.88,11.12,6,5.97,0,0
FL10246,Boeing 787,12,42691,378,34,OceanAir,DCA,SAN,2279,3.99,Clear,1,328.57,24.94,22.15,2553.73,2890.61,11.11,0,5.17,0,0
FL10247,Airbus A350,0,37885,166,39,Continental Express,LAS,PHX,256,0.13,Rainy,3,299.08,26.15,16.43,219.98,2986.68,10.98,5,15.01,0,0
FL10248,Airbus A320,14,10968,415,39,AirGlobal,MIA,BOS,1258,2.47,Cloudy,2,309.39,30.3,20.21,1226.35,3061.66,11.12,3,14.93,0,0
FL10249,Airbus A350,6,8566,19,47,AirGlobal,ORD,SFO,1846,3.71,Cloudy,2,286.56,45.61,8.61,2691.7,2818.71,10.82,0,22.68,0,0
FL10250,Airbus A350,3,45172,454,18,Continental Express,ORD,SFO,1846,3.42,Clear,1,335.78,20.29,24.35,2649.15,2862.51,10.72,1,14.81,0,0
FL10251,Boeing 787,10,15536,487,49,AirGlobal,ATL,DEN,1199,1.72,Clear,1,318.29,26.12,19.83,1223.43,2817.22,11.28,6,18.82,0,0
FL10252,Airbus A320,4,11589,390,48,PacificWings,MIA,BOS,1258,2.74,Clear,1,313.79,32.14,21.84,1459.11,2923.39,11.07,7,2.9,0,1
FL10253,Boeing 737,16,41031,388,8,SkyConnect,ORD,SFO,1846,3.48,Rainy,3,331.96,22.96,27.02,1647.89,2952.9,11.12,9,2.59,0,0
FL10254,Boeing 787,0,48216,251,45,Continental Express,DFW,SEA,1660,3.26,Clear,1,340.0,27.86,18.08,1841.9,3118.88,11.22,9,9.83,0,1
FL10255,Boeing 787,2,9307,48,38,Continental Express,DCA,SAN,2279,4.55,Rainy,3,289.9,40.76,13.08,2245.18,2911.96,10.78,8,11.65,1,1
FL10256,Airbus A350,0,9378,346,20,OceanAir,IAH,MCO,848,1.67,Cloudy,2,310.69,36.07,16.72,1001.44,2910.1,11.21,7,22.8,0,0
FL10257,Boeing 777,7,46947,12,17,PacificWings,JFK,LAX,2475,5.08,Clear,1,324.85,35.59,15.94,3591.92,2838.14,10.95,4,3.92,0,0
FL10258,Boeing 787,12,35172,293,33,AirGlobal,DFW,SEA,1660,3.01,Cloudy,2,305.42,29.48,17.01,2263.91,3104.06,10.65,3,18.88,0,0
FL10259,Airbus A320,15,40876,438,40,OceanAir,ORD,SFO,1846,3.16,Rainy,3,340.0,16.6,20.19,1879.85,2848.84,10.61,5,7.53,0,0
FL10260,Airbus A320,8,18695,388,22,SkyConnect,ATL,DEN,1199,2.44,Cloudy,2,317.57,31.6,10.55,1057.63,2867.62,10.85,2,15.29,0,0
FL10261,Boeing 787,4,1287,322,14,AirGlobal,ATL,DEN,1199,1.85,Cloudy,2,292.74,34.77,16.86,1743.47,3075.64,11.32,6,4.29,0,0
FL10262,Boeing 737,11,36422,209,37,Continental Express,DCA,SAN,2279,4.14,Cloudy,2,324.16,33.31,21.27,2784.32,3004.66,10.56,7,4.15,0,0
FL10263,Boeing 787,2,3537,283,6,Continental Express,MIA,BOS,1258,2.72,Clear,1,302.13,43.36,19.09,1227.5,3060.17,10.71,8,21.54,1,0
FL10264,Boeing 737,1,49287,474,29,SkyConnect,MIA,BOS,1258,2.45,Clear,1,340.0,15.87,30.0,1489.1,2869.86,10.8,8,24.2,1,0
FL10265,Boeing 777,27,33083,125,43,Continental Express,ORD,SFO,1846,3.46,Clear,1,320.32,23.23,21.49,2662.09,2962.64,10.64,3,24.8,0,0
FL10266,Airbus A320,3,3776,96,37,OceanAir,DFW,SEA,1660,3.43,Cloudy,2,306.83,45.72,9.82,1422.9,3169.71,10.83,2,15.65,1,0
FL10267,Airbus A350,0,8148,87,18,AirGlobal,DFW,SEA,1660,3.29,Clear,1,244.38,42.31,14.96,1662.95,2919.51,11.39,4,18.38,0,0
FL10268,Airbus A320,7,45940,251,24,OceanAir,ATL,DEN,1199,2.58,Clear,1,340.0,16.17,23.89,1468.77,2955.49,10.74,6,13.04,1,1
FL10269,Boeing 737,6,5078,54,28,AirGlobal,ATL,DEN,1199,2.16,Clear,1,286.33,41.5,14.86,1227.8,2990.58,10.82,1,17.47,0,0
FL10270,Boeing 777,18,4744,131,39,PacificWings,MIA,BOS,1258,2.28,Cloudy,2,302.41,43.13,11.83,1381.48,3197.87,10.59,8,8.54,0,0
FL10271,Airbus A350,5,11450,456,12,AirGlobal,DCA,SAN,2279,5.32,Cloudy,2,312.12,31.77,16.55,2691.59,2893.5,11.14,5,14.03,0,0
FL10272,Boeing 777,19,5837,369,46,Continental Express,MIA,BOS,1258,2.18,Rainy,3,316.99,29.67,21.22,1835.55,3011.89,11.23,8,24.43,0,0
FL10273,Boeing 787,3,16989,260,15,PacificWings,DCA,SAN,2279,4.62,Clear,1,319.14,38.36,10.54,3083.51,2927.19,11.08,8,10.69,1,1
FL10274,Airbus A350,3,28405,334,39,AirGlobal,JFK,LAX,2475,4.33,Clear,1,315.14,20.67,15.69,3122.91,2976.81,11.15,5,12.47,0,0
FL10275,Airbus A350,0,29369,497,45,OceanAir,MIA,BOS,1258,2.35,Cloudy,2,325.32,21.54,20.85,1601.35,2815.23,11.12,5,3.35,0,0
FL10276,Boeing 737,8,31908,291,12,AirGlobal,DFW,SEA,1660,3.65,Cloudy,2,317.84,30.02,17.47,2383.12,2958.53,10.8,2,5.48,0,0
FL10277,Boeing 787,0,38167,430,30,PacificWings,JFK,LAX,2475,5.03,Clear,1,288.63,30.28,20.65,3566.6,2943.92,10.81,6,17.61,0,0
FL10278,Boeing 777,25,7533,70,48,PacificWings,JFK,LAX,2475,4.92,Cloudy,2,289.41,42.85,13.88,3144.67,2992.51,11.31,5,16.21,0,0
FL10279,Airbus A320,11,43742,29,37,Continental Express,DCA,SAN,2279,3.98,Cloudy,2,330.64,31.39,16.78,2555.97,3100.85,11.41,9,12.15,0,0
FL10280,Boeing 777,1,40516,472,26,SkyConnect,IAH,MCO,848,0.97,Clear,1,321.02,26.27,22.52,776.12,2966.05,10.51,0,15.15,1,1
FL10281,Airbus A350,6,31916,42,36,AirGlobal,DCA,SAN,2279,4.61,Clear,1,326.86,37.69,13.85,2212.71,3039.2,10.89,5,13.77,0,0
FL10282,Boeing 777,22,44129,340,8,Continental Express,LAS,PHX,256,0.83,Foggy,4,340.0,20.81,20.76,225.15,3167.02,11.28,1,6.26,0,0
FL10283,Boeing 777,0,36081,491,20,AirGlobal,ATL,DEN,1199,2.25,Clear,1,340.0,23.74,23.03,1062.67,3007.42,10.75,8,3.36,0,0
FL10284,Boeing 777,24,39417,190,17,Continental Express,DCA,SAN,2279,4.48,Cloudy,2,321.34,34.4,17.97,2483.14,3061.19,11.08,3,6.07,1,0
FL10285,Boeing 777,7,15287,280,43,Continental Express,JFK,LAX,2475,4.53,Clear,1,304.32,36.38,15.52,3153.85,3018.77,10.98,1,16.44,0,0
FL10286,Airbus A350,6,39196,26,18,AirGlobal,LAS,PHX,256,0.36,Clear,1,321.65,35.71,16.41,237.22,3119.66,10.83,6,8.27,0,0
FL10287,Boeing 777,27,46747,253,41,OceanAir,ORD,SFO,1846,3.45,Clear,1,340.0,15.0,25.72,2148.24,3198.61,10.64,2,11.11,1,1
FL10288,Airbus A350,6,37948,282,44,PacificWings,JFK,LAX,2475,4.88,Clear,1,314.68,33.64,17.75,3194.01,3035.61,11.44,1,15.24,1,1
FL10289,Boeing 787,6,35650,301,48,Continental Express,IAH,MCO,848,1.9,Clear,1,317.12,34.41,18.59,1013.13,2904.46,11.19,8,20.31,0,0
FL10290,Boeing 737,12,12440,343,24,SkyConnect,LAS,PHX,256,0.35,Cloudy,2,292.82,23.46,18.31,205.96,2998.5,10.79,5,4.1,0,0
FL10291,Boeing 787,2,6622,373,39,Continental Express,DCA,SAN,2279,4.29,Clear,1,332.25,37.98,13.16,2262.76,2997.81,10.62,1,22.49,0,0
FL10292,Boeing 737,18,8349,499,13,SkyConnect,MIA,BOS,1258,2.13,Clear,1,330.0,26.35,17.89,1276.23,3022.05,11.09,9,3.55,0,0
FL10293,Boeing 787,9,48645,244,22,SkyConnect,MIA,BOS,1258,2.3,Rainy,3,312.37,31.6,23.46,1827.78,2808.06,10.65,3,18.26,0,0
FL10294,Airbus A350,1,37444,13,8,Continental Express,ORD,SFO,1846,3.89,Clear,1,303.78,36.93,15.19,1807.85,2888.26,10.64,3,13.5,0,0
FL10295,Boeing 737,23,25648,308,11,PacificWings,DFW,SEA,1660,3.08,Clear,1,301.16,29.53,20.26,2413.94,2921.35,11.28,6,5.48,1,1
FL10296,Airbus A320,16,38356,130,29,OceanAir,JFK,LAX,2475,5.11,Clear,1,340.0,21.12,18.77,2720.59,3058.09,11.25,2,11.16,1,0
FL10297,Boeing 787,7,4432,324,19,Continental Express,ORD,SFO,1846,3.82,Rainy,3,311.76,28.02,12.73,1557.47,2994.47,10.61,7,3.9,0,0
FL10298,Airbus A320,16,29350,173,17,AirGlobal,DCA,SAN,2279,4.65,Clear,1,324.23,30.08,20.62,1908.98,3067.74,10.73,2,9.04,1,1
FL10299,Boeing 737,13,24474,90,25,SkyConnect,DCA,SAN,2279,4.23,Stormy,5,319.24,33.72,17.84,3072.66,3121.3,11.49,7,17.59,0,0
FL10300,Boeing 777,21,7380,104,11,PacificWings,MIA,BOS,1258,2.45,Rainy,3,325.16,33.38,12.64,1742.97,3019.56,10.69,3,15.29,0,0
FL10301,Airbus A350,4,43543,224,7,Continental Express,DCA,SAN,2279,4.38,Rainy,3,334.06,34.51,23.49,2402.27,3151.71,11.23,6,16.08,0,0
FL10302,Airbus A320,14,27181,27,19,Continental Express,ATL,DEN,1199,2.28,Cloudy,2,313.6,41.23,16.23,1070.23,3191.04,11.08,3,14.52,0,0
FL10303,Airbus A350,8,49476,98,22,SkyConnect,ATL,DEN,1199,2.7,Cloudy,2,323.59,23.95,19.46,1784.01,2899.99,10.57,8,15.69,0,0
FL10304,Boeing 737,20,15626,485,20,OceanAir,IAH,MCO,848,1.83,Clear,1,340.0,28.87,22.73,1121.44,2924.63,11.35,4,23.18,0,0
FL10305,Boeing 777,7,27312,197,46,PacificWings,MIA,BOS,1258,2.3,Clear,1,323.84,33.63,16.73,1824.31,2972.21,10.62,3,7.57,1,0
FL10306,Boeing 737,0,11345,105,40,OceanAir,MIA,BOS,1258,2.74,Clear,1,283.64,36.13,14.01,1404.61,3095.64,11.19,9,22.18,0,0
FL10307,Boeing 787,9,38729,314,8,PacificWings,DCA,SAN,2279,4.55,Foggy,4,337.72,23.0,23.75,2682.1,3196.85,11.36,4,14.3,0,0
FL10308,Airbus A320,9,33439,179,10,Continental Express,DCA,SAN,2279,4.86,Clear,1,312.4,26.31,15.96,2195.81,2827.27,10.69,8,8.7,0,0
FL10309,Boeing 777,21,13746,212,33,OceanAir,IAH,MCO,848,1.78,Rainy,3,335.77,41.14,13.58,1268.31,2925.85,11.17,7,4.82,0,1
FL10310,Airbus A350,1,25354,114,5,OceanAir,DFW,SEA,1660,3.37,Clear,1,326.79,34.83,16.34,2320.28,2805.29,11.01,0,21.24,0,1
FL10311,Airbus A320,6,5011,181,11,PacificWings,IAH,MCO,848,2.01,Foggy,4,298.08,37.23,18.69,1029.94,3080.37,10.69,0,13.58,0,0
FL10312,Airbus A320,19,9320,438,10,Continental Express,JFK,LAX,2475,4.76,Clear,1,332.37,35.15,22.54,3457.69,2846.33,11.21,1,19.56,1,0
FL10313,Boeing 777,22,21175,334,33,Continental Express,IAH,MCO,848,2.06,Clear,1,302.62,35.84,21.06,719.38,2933.92,10.81,5,10.19,1,0
FL10314,Airbus A350,3,46972,126,21,SkyConnect,DCA,SAN,2279,4.7,Cloudy,2,323.71,33.6,19.53,2758.86,3010.43,11.26,0,6.44,0,0
FL10315,Boeing 737,3,23641,199,17,SkyConnect,LAS,PHX,256,0.9,Clear,1,295.8,28.52,20.32,214.79,3043.93,10.74,5,6.65,0,0
FL10316,Boeing 737,0,32376,216,41,Continental Express,ORD,SFO,1846,3.6,Clear,1,335.64,29.03,21.52,1620.86,3028.16,11.08,9,19.06,0,0
FL10317,Boeing 787,7,26161,365,21,Continental Express,JFK,LAX,2475,4.81,Stormy,5,320.48,23.65,15.68,3296.39,2935.53,11.45,3,15.41,0,1
FL10318,Airbus A320,12,33922,271,32,Continental Express,ATL,DEN,1199,2.62,Stormy,5,314.92,19.84,17.35,1766.23,2977.94,10.99,1,23.1,0,0
FL10319,Boeing 737,11,38040,184,7,Continental Express,MIA,BOS,1258,2.86,Clear,1,320.87,37.16,21.33,1715.37,3138.02,10.9,0,2.46,1,1
FL10320,Boeing 777,7,4228,487,32,PacificWings,IAH,MCO,848,1.58,Cloudy,2,340.0,29.99,18.03,1032.44,2993.88,10.53,3,6.97,0,0
FL10321,Boeing 737,10,35305,398,48,OceanAir,IAH,MCO,848,1.98,Cloudy,2,335.95,20.75,24.71,943.58,2849.38,10.71,3,3.24,1,1
FL10322,Boeing 777,12,48894,337,6,Continental Express,JFK,LAX,2475,5.09,Cloudy,2,332.45,28.17,25.61,3669.9,3029.43,10.84,5,13.44,1,1
FL10323,Boeing 787,3,46178,246,34,AirGlobal,DFW,SEA,1660,3.01,Cloudy,2,323.93,20.55,22.17,2317.33,2833.71,10.86,4,6.18,0,0
